,year,inflation,salary_avg,inflation_growth,salary_depend,year_exp,salary_growth
0,2007,10.8468362075558,50910.0,0.0,0.0,2007.0,0.0
1,2007,11.6334691537622,51871.125,2.1424874721508753,1.8878903948143788,2007.125,1.8878903948143788
2,2007,12.420102099968599,52832.25,4.284974944301751,3.7757807896287576,2007.25,3.7757807896287576
3,2007,13.206735046175,53793.375,6.4274624164526255,5.663671184443136,2007.375,5.663671184443136
4,2007,13.9933679923814,54754.5,8.569949888603501,7.551561579257515,2007.5,7.551561579257515
5,2007,14.780000938587799,55715.625,10.712437360754377,9.439451974071893,2007.625,9.439451974071893
6,2007,15.5666338847942,56676.75,12.854924832905251,11.327342368886272,2007.75,11.327342368886272
7,2007,16.3532668310006,57637.875,14.997412305056127,13.215232763700651,2007.875,13.215232763700651
8,2008,17.139899777207,58599.0,17.139899777207003,15.10312315851503,2008.0,15.10312315851503
9,2008,15.911922127916858,59519.625,18.211155667158778,16.91146140247496,2008.125,14.786291996793366
10,2008,14.683944478626717,60440.25,19.282411557110553,18.719799646434886,2008.25,14.4694608350717
11,2008,13.455966829336575,61360.875,20.353667447062328,20.528137890394813,2008.375,14.152629673350036
12,2008,12.227989180046436,62281.5,21.4249233370141,22.33647613435474,2008.5,13.835798511628372
13,2008,11.000011530756293,63202.125,22.49617922696588,24.14481437831467,2008.625,13.518967349906708
14,2008,9.772033881466152,64122.75,23.56743511691765,25.953152622274594,2008.75,13.202136188185044
15,2008,8.544056232176011,65043.375,24.638691006869426,27.761490866234524,2008.875,12.885305026463378
16,2009,7.31607858288587,65964.0,25.7099468968212,29.56982911019445,2009.0,12.568473864741714
17,2009,7.326626705952779,66749.875,26.872836749411665,31.11348458063248,2009.125,12.188784166546823
18,2009,7.337174829019688,67535.75,28.03572660200213,32.65714005107051,2009.25,11.809094468351933
19,2009,7.347722952086596,68321.625,29.198616454592596,34.20079552150854,2009.375,11.429404770157042
20,2009,7.358271075153505,69107.5,30.36150630718306,35.74445099194657,2009.5,11.04971507196215
21,2009,7.368819198220414,69893.375,31.524396159773524,37.288106462384604,2009.625,10.670025373767261
22,2009,7.379367321287322,70679.25,32.68728601236399,38.83176193282263,2009.75,10.29033567557237
23,2009,7.389915444354231,71465.125,33.85017586495445,40.37541740326066,2009.875,9.91064597737748
24,2010,7.40046356742114,72251.0,35.01306571754492,41.919072873698696,2010.0,9.53095627918259
25,2010,7.528516573893241,74153.375,36.43490309978705,45.65581418188962,2010.125,10.972595283958958
26,2010,7.656569580365343,76055.75,37.856740482029174,49.39255549008054,2010.25,12.414234288735326
27,2010,7.784622586837443,77958.125,39.2785778642713,53.12929679827147,2010.375,13.855873293511692
28,2010,7.912675593309545,79860.5,40.70041524651343,56.86603810646239,2010.5,15.29751229828806
29,2010,8.040728599781646,81762.875,42.12225262875556,60.60277941465331,2010.625,16.73915130306443
30,2010,8.168781606253747,83665.25,43.544090010997685,64.33952072284424,2010.75,18.180790307840795
31,2010,8.29683461272585,85567.625,44.96592739323981,68.07626203103516,2010.875,19.622429312617164
32,2011,8.42488761919795,87470.0,46.38776477548194,71.81300333922609,2011.0,21.06406831739353
33,2011,8.009016023017978,89109.25,47.320605225321735,75.03290119819289,2011.125,20.30513088781423
34,2011,7.593144426838007,90748.5,48.25344567516154,78.25279905715969,2011.25,19.54619345823493
35,2011,7.177272830658036,92387.75,49.18628612500133,81.4726969161265,2011.375,18.78725602865563
36,2011,6.761401234478065,94027.0,50.11912657484113,84.69259477509331,2011.5,18.02831859907633
37,2011,6.3455296382980935,95666.25,51.05196702468093,87.9124926340601,2011.625,17.269381169497027
38,2011,5.929658042118122,97305.5,51.98480747452072,91.13239049302692,2011.75,16.510443739917726
39,2011,5.513786445938151,98944.75,52.91764792436052,94.35228835199372,2011.875,15.751506310338428
40,2012,5.09791484975818,100584.0,53.85048837420032,97.57218621096052,2012.0,14.992568880759126
41,2012,5.191476640188981,101615.5,54.97482950736648,99.598310744451,2012.125,14.144008786332732
42,2012,5.285038430619782,102647.0,56.09917064053264,101.62443527794147,2012.25,13.295448691906335
43,2012,5.378600221050584,103678.5,57.2235117736988,103.65055981143195,2012.375,12.44688859747994
44,2012,5.472162011481385,104710.0,58.34785290686497,105.67668434492242,2012.5,11.598328503053544
45,2012,5.565723801912186,105741.5,59.472194040031134,107.7028088784129,2012.625,10.74976840862715
46,2012,5.659285592342988,106773.0,60.596535173197296,109.72893341190337,2012.75,9.901208314200755
47,2012,5.752847382773789,107804.5,61.72087630636346,111.75505794539384,2012.875,9.052648219774358
48,2013,5.84640917320459,108836.0,62.84521743952962,113.78118247888432,2013.0,8.204088125347964
49,2013,5.9539303129199235,109827.5,64.21038518960621,115.72873698683952,2013.125,8.089580821686523
50,2013,6.061451452635257,110819.0,65.57555293968281,117.67629149479474,2013.25,7.975073518025083
51,2013,6.168972592350591,111810.5,66.9407206897594,119.62384600274996,2013.375,7.860566214363643
52,2013,6.276493732065925,112802.0,68.305888439836,121.57140051070516,2013.5,7.746058910702203
53,2013,6.384014871781259,113793.5,69.67105618991258,123.51895501866036,2013.625,7.6315516070407625
54,2013,6.491536011496593,114785.0,71.03622393998917,125.46650952661558,2013.75,7.517044303379322
55,2013,6.599057151211927,115776.5,72.40139169006576,127.4140640345708,2013.875,7.402536999717882
56,2014,6.70657829092726,116768.0,73.76655944014236,129.361618542526,2014.0,7.288029696056442
57,2014,6.701478018988283,117001.75,75.21442066710988,129.82076212924767,2014.125,6.57720925343826
58,2014,6.696377747049305,117235.5,76.66228189407741,130.27990571596933,2014.25,5.866388810820078
59,2014,6.691277475110327,117469.25,78.11014312104493,130.739049302691,2014.375,5.155568368201896
60,2014,6.686177203171351,117703.0,79.55800434801245,131.19819288941267,2014.5,4.444747925583714
61,2014,6.681076931232373,117936.75,81.00586557497998,131.65733647613433,2014.625,3.733927482965532
62,2014,6.675976659293395,118170.5,82.4537268019475,132.116480062856,2014.75,3.023107040347351
63,2014,6.670876387354418,118404.25,83.90158802891503,132.57562364957766,2014.875,2.3122865977291687
64,2015,6.66577611541544,118638.0,85.34944925588255,133.03476723629933,2015.0,1.6014661551109866
65,2015,7.650807075315372,120404.375,88.71957112987609,136.50437045767038,2015.125,2.8901608169077355
66,2015,8.635838035215304,122170.75,92.08969300386963,139.97397367904142,2015.25,4.1788554787044845
67,2015,9.620868995115238,123937.125,95.45981487786317,143.44357690041247,2015.375,5.467550140501233
68,2015,10.60589995501517,125703.5,98.8299367518567,146.9131801217835,2015.5,6.756244802297982
69,2015,11.590930914915102,127469.875,102.20005862585026,150.38278334315459,2015.625,8.044939464094732
70,2015,12.575961874815036,129236.25,105.5701804998438,153.85238656452563,2015.75,9.33363412589148
71,2015,13.560992834714968,131002.625,108.94030237383734,157.32198978589668,2015.875,10.622328787688229
72,2016,14.5460237946149,132769.0,112.31042424783088,160.79159300726772,2016.0,11.91102344948498
73,2016,13.65777136694523,133706.0,114.28491235394591,162.63209585543115,2016.125,11.127882550287245
74,2016,12.76951893927556,134643.0,116.25940046006093,164.47259870359457,2016.25,10.34474165108951
75,2016,11.88126651160589,135580.0,118.23388856617596,166.313101551758,2016.375,9.561600751891776
76,2016,10.99301408393622,136517.0,120.208376672291,168.15360439992145,2016.5,8.778459852694041
77,2016,10.10476165626655,137454.0,122.18286477840601,169.99410724808487,2016.625,7.995318953496307
78,2016,9.21650922859688,138391.0,124.15735288452105,171.8346100962483,2016.75,7.212178054298573
79,2016,8.32825680092721,139328.0,126.13184099063606,173.67511294441172,2016.875,6.429037155100839
80,2017,7.44000437325754,140265.0,128.1063290967511,175.51561579257515,2017.0,5.6458962559031045
81,2017,7.262395197313686,141787.125,129.82258143292603,178.5054507955215,2017.125,6.025337279738125
82,2017,7.084786021369832,143309.25,131.53883376910096,181.49528579846788,2017.25,6.404778303573145
83,2017,6.907176845425979,144831.375,133.25508610527586,184.48512080141424,2017.375,6.784219327408165
84,2017,6.729567669482124,146353.5,134.9713384414508,187.4749558043606,2017.5,7.163660351243184
85,2017,6.551958493538271,147875.625,136.68759077762573,190.464790807307,2017.625,7.543101375078205
86,2017,6.374349317594417,149397.75,138.40384311380063,193.45462581025336,2017.75,7.922542398913224
87,2017,6.196740141650563,150919.875,140.12009544997557,196.44446081319973,2017.875,8.301983422748243
88,2018,6.01913096570671,152442.0,141.8363477861505,199.4342958161461,2018.0,8.681424446583264
89,2018,5.922424194503859,154447.875,143.4220314746029,203.3743370654095,2018.125,8.912074705791646
90,2018,5.825717423301008,156453.75,145.0077151630553,207.31437831467292,2018.25,9.142724965000028
91,2018,5.7290106520981565,158459.625,146.59339885150774,211.25441956393632,2018.375,9.373375224208408
92,2018,5.632303880895305,160465.5,148.17908253996015,215.19446081319973,2018.5,9.60402548341679
93,2018,5.535597109692453,162471.375,149.76476622841255,219.13450206246313,2018.625,9.834675742625171
94,2018,5.438890338489602,164477.25,151.350449916865,223.07454331172653,2018.75,10.06532600183355
95,2018,5.342183567286751,166483.125,152.9361336053174,227.01458456098996,2018.875,10.295976261041933
96,2019,5.2454767960839,168489.0,154.5218172937698,230.95462581025336,2019.0,10.526626520250314
97,2019,5.436235425027587,172469.375,156.67619998119142,238.77307994500097,2019.125,11.57319278290659
98,2019,5.626994053971275,176449.75,158.83058266861306,246.59153407974856,2019.25,12.619759045562866
99,2019,5.817752682914962,180430.125,160.98496535603468,254.40998821449617,2019.375,13.666325308219143
100,2019,6.0085113118586495,184410.5,163.13934804345632,262.2284423492438,2019.5,14.712891570875419
101,2019,6.1992699408023375,188390.875,165.29373073087794,270.04689648399136,2019.625,15.759457833531695
102,2019,6.390028569746025,192371.25,167.44811341829956,277.86535061873894,2019.75,16.806024096187972
103,2019,6.580787198689713,196351.625,169.6024961057212,285.6838047534866,2019.875,17.852590358844246
104,2020,6.7715458276334,200332.0,171.75687879314282,293.50225888823417,2020.0,18.899156621500524
105,2020,6.930392677654561,204144.125,174.48882373322454,300.9902278530741,2020.125,18.439665723704337
106,2020,7.089239527675723,207956.25,177.22076867330622,308.478196817914,2020.25,17.98017482590815
107,2020,7.248086377696883,211768.375,179.95271361338794,315.96616578275393,2020.375,17.520683928111964
108,2020,7.406933227718045,215580.5,182.68465855346966,323.4541347475938,2020.5,17.061193030315778
109,2020,7.565780077739206,219392.625,185.41660349355135,330.9421037124337,2020.625,16.601702132519595
110,2020,7.724626927760367,223204.75,188.14854843363307,338.43007267727364,2020.75,16.14221123472341
111,2020,7.8834737777815285,227016.875,190.88049337371476,345.91804164211356,2020.875,15.682720336927222
112,2021,8.04232062780269,230829.0,193.61243831379647,353.4060106069535,2021.0,15.223229439131035
113,2021,8.907030549327354,237654.5,199.10299091026448,366.8130033392261,2021.125,16.277276575644873
114,2021,9.771740470852018,244480.0,204.59354350673246,380.21999607149877,2021.25,17.331323712158714
115,2021,10.63645039237668,251305.5,210.08409610320047,393.6269888037714,2021.375,18.38537084867255
116,2021,11.501160313901345,258131.0,215.57464869966844,407.03398153604405,2021.5,19.439417985186388
117,2021,12.365870235426009,264956.5,221.06520129613645,420.44097426831667,2021.625,20.49346512170023
118,2021,13.230580156950673,271782.0,226.55575389260446,433.8479670005893,2021.75,21.547512258214066
119,2021,14.095290078475337,278607.5,232.04630648907244,447.25495973286195,2021.875,22.601559394727907
120,2022,14.96,285433.0,237.53685908554044,460.66195246513456,2022.0,23.655606531241745
121,2022,14.943750000000001,292333.375,243.79394861083864,474.216018463956,2022.125,23.116167004701396
122,2022,14.9275,299233.75,250.05103813613684,487.77008446277745,2022.25,22.57672747816105
123,2022,14.91125,306134.125,256.30812766143504,501.3241504615989,2022.375,22.037287951620705
124,2022,14.895,313034.5,262.56521718673326,514.8782164604204,2022.5,21.497848425080356
125,2022,14.87875,319934.875,268.82230671203143,528.4322824592418,2022.625,20.958408898540007
126,2022,14.8625,326835.25,275.07939623732966,541.9863484580633,2022.75,20.418969371999662
127,2022,14.84625,333735.625,281.33648576262783,555.5404144568847,2022.875,19.879529845459317
128,2023,14.83,340636.0,287.59357528792606,569.0944804557062,2023.0,19.340090318918968
